StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Participation in class,"Test scores (Math, Reading, Writing)",Final grade,Internet access at home (Yes/No)
1570,17,0,0,2,11.98861084,6,0,1,0,0,0,0,2.489218238,3,Active,"93,51,83",C,Yes
1571,16,1,0,2,3.425468213,12,1,1,1,1,1,0,2.600264187,2,Passive,"89,63,56",D,Yes
1572,17,1,3,2,14.83275637,12,0,3,0,0,0,0,2.119171492,3,Active,"65,83,90",C,Yes
1573,15,1,2,1,6.052806813,7,0,4,0,0,0,0,2.522694548,2,Active,"81,62,94",C,No
1574,16,0,2,4,13.2474372,10,1,2,0,0,0,0,2.47585411,3,Active,"54,56,84",D,Yes
1575,17,0,2,3,3.165661014,27,1,3,1,0,0,0,0.782809234,4,Passive,"69,50,83",D,Yes
1576,16,0,1,2,13.76235318,25,0,0,1,0,0,0,0.766404869,4,Active,"64,71,70",D,No
1577,15,0,3,2,2.563761456,17,1,0,1,0,0,0,1.283622078,4,Active,"77,67,55",D,No
1578,16,0,0,1,8.507129925,24,0,2,1,0,0,0,0.643145933,4,Active,"85,76,88",B,No
1579,16,1,0,2,4.944121475,18,1,2,0,0,0,0,1.669230217,4,Active,"89,67,78",C,No
1580,16,1,0,2,14.96750499,5,0,3,0,0,0,0,3.282070051,1,Passive,"75,94,90",B,Yes
1581,16,0,2,2,5.24070009,21,0,2,0,1,0,0,0.743714017,4,Moderate,"80,95,53",C,No
1582,15,0,2,4,17.63434613,1,0,2,0,0,0,1,3.325066843,1,Passive,"69,95,100",B,No
1583,18,0,0,2,17.83640423,27,0,2,1,1,0,1,1.184519764,4,Moderate,"70,81,67",C,Yes
1584,16,0,0,1,3.928826304,12,0,1,0,0,0,0,1.616536099,4,Active,"55,97,56",D,Yes
1585,16,1,2,2,12.2769189,22,0,4,0,0,0,0,1.583083971,4,Active,"82,81,67",C,Yes
1586,17,0,0,1,1.754352834,24,0,2,0,0,0,0,0.184251489,4,Moderate,"90,93,86",B,No
1587,16,0,2,1,7.830741992,27,1,2,0,0,0,0,0.472181042,4,Passive,"63,70,79",C,Yes
1588,17,0,3,1,14.26643459,25,0,3,1,1,0,0,1.299355518,4,Active,"91,50,70",C,Yes
1589,18,0,0,2,13.18846494,10,0,2,0,0,0,1,2.379628283,3,Active,"60,51,71",D,No
1590,15,1,0,2,12.49401339,0,0,3,0,0,0,0,3.56628313,0,Moderate,"86,100,59",B,No
1591,15,0,2,2,5.650817273,23,0,1,0,0,0,0,0.278347571,4,Moderate,"52,50,51",F,No
1592,18,0,2,2,7.560498989,1,0,1,0,0,0,0,2.421546883,3,Moderate,"77,72,55",D,Yes
1593,15,1,1,2,2.058922894,29,0,4,0,1,0,1,0.617680424,4,Moderate,"74,94,89",B,Yes
1594,18,1,3,1,14.38045641,16,0,3,0,0,0,0,1.804726658,4,Moderate,"72,92,100",B,No
1595,18,1,0,3,10.07777594,7,0,2,1,0,0,0,2.63520813,2,Moderate,"80,57,83",C,No
1596,18,0,1,1,14.17531265,1,0,3,0,0,0,1,3.436025389,1,Moderate,"96,83,68",B,Yes
1597,15,0,2,1,4.978870496,5,0,4,0,0,1,1,2.737377926,2,Moderate,"52,83,73",D,Yes
1598,17,1,2,2,6.488764573,21,1,1,1,0,0,1,1.14669608,4,Active,"90,66,64",C,Yes
1599,18,1,0,1,6.684306745,4,0,0,0,0,0,0,2.405267526,3,Moderate,"93,57,55",D,Yes
1600,16,1,2,0,0.514848195,15,1,2,0,0,1,0,1.525282049,4,Moderate,"64,92,51",D,Yes
1601,15,1,1,2,6.820957457,7,0,1,1,1,0,0,2.446157081,3,Passive,"77,67,63",D,No
1602,18,1,0,2,16.06609147,18,1,1,1,0,1,0,1.952953012,4,Active,"88,88,70",B,Yes
1603,18,1,0,2,17.94596991,15,0,3,1,0,0,0,2.293087191,3,Moderate,"90,64,74",C,Yes
1604,16,0,2,4,10.36436631,12,0,0,0,0,1,0,1.471672029,4,Moderate,"89,94,83",B,No
1605,17,0,0,2,9.110033904,25,1,3,0,0,0,1,1.106713498,4,Moderate,"97,93,56",B,Yes
1606,17,0,0,3,0.616492374,19,0,2,0,1,0,1,1.205856976,4,Moderate,"71,65,89",C,No
1607,17,1,0,1,17.58408675,6,0,2,0,0,0,0,2.559070355,2,Active,"93,66,76",C,No
1608,18,1,2,2,0.260204269,15,0,3,1,1,1,0,2.457651022,3,Moderate,"51,65,51",F,Yes
1609,18,1,1,3,18.8950016,22,1,2,0,0,0,0,1.226741286,4,Active,"84,100,58",B,No
1610,18,1,2,2,9.784324974,15,0,1,0,0,0,1,1.590433098,4,Active,"95,62,54",C,No
1611,15,1,0,2,6.838689871,28,0,1,1,0,0,0,0.310669533,4,Active,"63,82,90",C,No
1612,16,1,1,1,18.4843687,11,1,3,1,0,0,0,2.771810659,2,Passive,"100,56,85",B,Yes
1613,18,0,1,0,0.487819862,13,0,1,1,0,0,0,1.582682992,4,Moderate,"92,76,73",B,Yes
1614,16,0,2,2,11.6284979,23,1,0,1,0,0,1,1.105587098,4,Moderate,"81,62,56",D,Yes
1615,16,1,3,1,10.97865049,17,0,4,0,0,0,0,2.300296135,3,Passive,"97,64,86",B,Yes
1616,17,0,0,3,4.386408024,26,1,4,1,1,0,0,0.991883698,4,Moderate,"94,83,90",B,Yes
1617,15,1,1,1,8.577748627,27,0,2,0,1,1,1,0.165110622,4,Passive,"68,80,70",C,Yes
1618,18,0,0,4,13.04528012,17,0,0,0,0,0,0,0.989329921,4,Moderate,"71,72,52",D,Yes
1619,17,1,1,4,14.54262394,15,0,3,1,0,1,0,2.230253521,3,Passive,"98,75,97",A,No
1620,17,1,0,1,0.014337174,19,0,3,1,0,0,0,1.383528078,4,Passive,"88,72,55",C,No
1621,18,0,0,1,18.7370686,15,0,1,1,1,0,0,2.131405263,3,Moderate,"60,99,62",C,No
1622,16,0,0,3,3.290507448,12,0,1,1,0,1,0,1.868276923,4,Moderate,"58,80,61",D,Yes
1623,17,1,1,4,4.671608684,25,0,3,1,0,1,0,1.247481944,4,Active,"95,68,92",B,No
1624,16,1,0,2,5.269468914,28,0,4,0,0,0,0,0.299907548,4,Moderate,"96,52,84",C,No
1625,15,0,2,1,0.756402731,8,0,3,1,0,0,1,2.705195695,2,Passive,"56,99,76",C,No
1626,16,0,0,2,2.461042472,25,0,1,1,1,1,0,0.897938092,4,Passive,"52,93,88",C,No
1627,15,1,0,2,19.72699846,27,0,2,1,1,0,0,1.391731791,4,Passive,"54,97,50",D,No
1628,16,0,2,1,6.304334748,8,0,3,0,0,0,0,2.150546166,3,Active,"90,70,85",B,Yes
1629,17,1,0,2,2.306021807,12,0,1,0,0,0,0,1.448741242,4,Passive,"92,100,95",A,Yes
1630,17,1,0,0,2.139825223,28,0,1,1,0,1,0,0,4,Moderate,"73,74,51",D,Yes
1631,15,1,1,0,14.38919935,3,1,1,0,0,0,0,3.091715028,1,Moderate,"96,85,84",B,Yes
1632,18,1,0,1,17.09137328,8,0,2,0,0,0,0,2.576927695,2,Active,"73,83,63",C,No
1633,15,0,0,1,5.13904599,14,0,2,0,0,0,0,1.955872527,4,Active,"81,87,53",C,Yes
1634,15,0,0,1,0.418190247,13,0,3,0,1,0,0,1.878708344,4,Active,"69,60,93",C,Yes
1635,16,0,3,2,4.461800369,18,1,3,1,1,0,0,1.630400132,4,Active,"65,91,84",B,No
1636,16,0,1,1,1.130313816,11,0,4,0,0,1,0,2.37274811,3,Active,"95,69,75",C,Yes
1637,15,0,1,1,2.067898733,20,1,3,1,0,0,0,1.279370611,4,Active,"99,71,63",C,Yes
1638,17,0,1,1,8.630162397,25,0,1,0,0,0,1,0.155004788,4,Moderate,"88,76,80",B,Yes
1639,16,0,0,4,4.598367417,24,1,2,0,1,1,1,1.278347034,4,Passive,"81,58,81",C,Yes
1640,18,1,0,2,10.31891757,5,0,2,0,1,0,0,2.655993566,2,Passive,"67,59,52",F,Yes
1641,16,0,2,2,5.069875065,2,0,0,1,0,1,0,2.682316053,2,Moderate,"67,84,98",B,Yes
1642,16,0,0,2,18.81074602,25,0,4,0,1,0,0,1.644819939,4,Passive,"94,51,97",B,No
1643,18,1,0,4,18.11887936,24,1,0,1,1,0,0,1.396278438,4,Active,"58,86,78",C,No
1644,15,0,0,1,11.3361221,21,1,2,1,0,0,0,1.609486799,4,Moderate,"51,87,81",C,No
1645,18,0,0,2,7.08847984,19,0,2,1,0,1,0,1.187367525,4,Passive,"69,72,60",D,Yes
1646,15,1,3,2,7.622937641,15,0,2,1,0,1,0,2.019797023,3,Passive,"64,100,69",C,No
1647,15,0,0,2,8.237045663,29,0,3,0,0,0,1,0.241625628,4,Passive,"98,98,74",A,No
1648,15,0,1,0,14.55158644,19,0,2,0,0,0,0,1.247725194,4,Moderate,"85,100,99",A,Yes
1649,18,0,0,2,9.03277991,23,0,1,0,0,1,0,0.852682363,4,Active,"71,53,65",D,Yes
1650,15,1,3,0,17.13459893,22,0,1,0,0,0,0,0.965700989,4,Passive,"67,89,100",B,No
1651,17,0,0,2,18.88189572,16,1,4,1,1,0,0,2.423800752,3,Passive,"53,67,68",D,No
1652,18,0,0,2,6.718923068,15,0,1,1,0,0,0,1.741968167,4,Passive,"67,99,64",C,No
1653,17,1,2,1,11.21388963,5,0,1,0,0,1,0,2.845925776,2,Passive,"56,62,58",F,Yes
1654,15,0,2,3,1.901130737,7,0,2,0,0,0,0,2.039564398,3,Moderate,"74,55,97",C,Yes
1655,16,1,0,0,4.009380955,18,1,1,1,0,0,0,1.54206374,4,Active,"55,75,69",D,No
1656,15,1,0,3,8.269315334,29,1,2,0,0,1,0,0.730779602,4,Moderate,"98,63,92",B,No
1657,17,0,0,2,4.124054318,24,0,3,1,0,0,0,0.499987778,4,Active,"63,95,59",C,No
1658,17,1,0,1,17.53120982,25,1,3,0,0,0,0,1.122889381,4,Passive,"60,94,69",C,No
1659,18,1,0,1,3.165725121,1,1,3,0,1,0,0,2.959492728,2,Passive,"85,93,84",B,Yes
1660,16,0,0,4,9.113216431,13,0,1,1,1,1,0,2.30020524,3,Moderate,"50,100,93",B,Yes
1661,18,1,0,0,12.11398481,21,0,2,0,1,0,0,1.352720764,4,Active,"93,60,86",C,Yes
1662,17,1,0,1,13.83727816,11,1,0,1,0,0,0,2.134062038,3,Active,"85,93,80",B,No
1663,15,0,1,1,7.661387395,16,0,0,1,0,0,1,1.29979432,4,Active,"57,69,73",D,No
1664,16,0,3,2,17.38198137,27,0,2,1,0,0,0,0.747833944,4,Moderate,"57,52,55",F,Yes
1665,15,0,1,2,11.36638302,26,0,1,1,1,1,0,0.532923204,4,Passive,"76,76,72",C,Yes
1666,15,1,0,1,8.790155609,14,0,3,0,0,0,0,2.07376979,3,Active,"92,78,72",B,No
1667,16,0,0,1,1.344812681,17,1,3,1,1,0,0,1.991379364,4,Moderate,"81,54,71",D,No
1668,18,1,3,1,9.293789369,15,0,3,1,0,0,1,1.8999596,4,Moderate,"76,58,52",D,No
1669,15,1,0,1,16.41471682,12,0,3,1,1,0,0,2.614883942,2,Active,"67,72,55",D,No
1670,17,1,0,2,12.29082036,20,1,0,1,1,1,0,1.810270744,4,Active,"96,65,94",B,No
1671,15,1,1,2,16.64324907,16,0,2,1,0,0,0,1.581931481,4,Active,"76,81,100",B,Yes
1672,16,1,1,1,9.880233412,7,0,1,0,1,0,0,2.271332803,3,Active,"55,77,90",C,No
1673,16,1,1,1,2.369234102,0,1,2,1,0,0,0,3.363670491,1,Passive,"52,91,93",C,Yes
1674,16,1,0,1,0.272796917,28,0,1,1,1,0,0,0.48129848,4,Active,"84,74,90",B,No
1675,18,0,0,4,6.064390934,24,0,0,1,1,0,0,0.199927379,4,Passive,"89,70,58",C,No
1676,15,0,3,4,13.95980943,25,0,2,0,1,1,1,1.268008751,4,Active,"95,72,92",B,Yes
1677,18,1,0,3,15.80519808,26,0,3,1,0,0,0,0.882552454,4,Moderate,"98,91,63",B,No
1678,18,1,1,1,5.915056692,2,1,3,0,0,0,0,3.120136639,1,Active,"77,90,81",B,No
1679,16,0,2,0,9.913078418,15,0,2,0,1,0,1,1.804154692,4,Active,"53,98,77",C,No
1680,16,1,1,1,8.422378089,27,0,2,1,1,1,0,0.681703644,4,Moderate,"71,99,69",C,Yes
1681,18,0,0,1,8.210455687,1,0,2,1,0,0,1,2.898261817,2,Moderate,"75,50,92",C,Yes
1682,15,0,0,2,4.626974264,14,0,3,0,0,0,1,1.730318003,4,Moderate,"61,53,89",D,Yes
1683,17,0,1,2,2.727422101,0,1,0,1,0,1,0,3.560791672,0,Active,"55,88,84",C,Yes
1684,18,1,2,3,3.933771165,8,1,3,0,1,0,0,2.528774574,2,Active,"61,95,89",B,Yes
1685,15,1,3,3,1.106647743,15,1,2,0,1,0,0,1.592387858,4,Passive,"81,62,79",C,Yes
1686,16,0,0,1,3.962614836,3,0,1,0,0,1,1,2.374130972,3,Moderate,"67,93,53",C,No
1687,16,0,0,2,0.184017953,11,1,0,1,0,0,0,1.81040948,4,Passive,"61,77,69",D,Yes
1688,15,0,3,1,12.54516801,0,0,1,0,0,0,0,2.829826431,2,Moderate,"53,98,62",C,No
1689,17,0,2,0,6.327508148,0,1,2,0,0,0,1,3.047602089,1,Moderate,"60,80,65",D,No
1690,16,0,2,2,19.46289423,6,1,3,1,1,0,0,3.62592173,0,Passive,"53,59,89",D,Yes
1691,16,1,0,0,3.874341016,17,0,2,0,0,0,1,0.927321545,4,Active,"87,98,63",B,No
1692,16,0,1,2,6.916571406,22,0,2,1,0,0,0,1.331958949,4,Active,"97,80,61",C,No
1693,15,1,2,1,7.156823173,27,0,4,1,1,0,1,0.779551722,4,Active,"55,55,78",D,No
1694,18,0,1,2,0.169029921,22,0,1,1,0,0,0,0.881358447,4,Moderate,"51,53,65",F,No
1695,16,1,0,2,16.78415906,14,1,1,0,0,0,0,2.398121086,3,Passive,"84,59,93",C,No
1696,18,1,0,1,0.639889203,25,0,2,0,1,0,0,0.758814269,4,Moderate,"86,69,66",C,No
1697,17,1,1,3,18.80359669,29,0,3,1,0,0,0,1.028865596,4,Active,"51,88,78",C,Yes
1698,16,1,0,1,17.84148702,24,0,3,0,1,0,0,1.444476695,4,Active,"96,62,78",C,Yes
1699,16,1,0,2,10.71043832,12,1,2,0,0,0,0,2.214067459,3,Moderate,"63,56,60",F,Yes
1700,17,1,3,2,10.8719115,15,0,4,0,1,1,0,2.511918088,2,Moderate,"57,86,66",D,No
1701,16,0,0,2,13.07555846,6,0,3,0,0,0,0,2.690149803,2,Passive,"73,81,93",B,No
1702,18,1,2,4,7.741000239,15,0,0,1,0,0,0,1.605274386,4,Moderate,"89,71,64",C,Yes
1703,15,0,0,1,12.94444567,12,0,3,1,0,1,1,2.709889487,2,Moderate,"86,98,56",B,Yes
1704,18,1,1,2,0.895367774,13,0,0,0,1,0,0,1.528563501,4,Moderate,"87,87,67",B,Yes
1705,15,1,3,2,1.080952547,16,1,3,0,1,0,0,1.778569202,4,Passive,"82,54,64",D,No
1706,15,0,0,3,9.144608392,11,0,1,1,0,0,0,2.121964059,3,Active,"64,57,80",D,Yes
1707,18,1,0,1,10.99244602,28,0,3,0,0,0,0,0.405904831,4,Moderate,"63,61,68",D,Yes
1708,18,0,0,2,17.75635281,23,0,2,1,0,0,0,1.123926328,4,Moderate,"89,64,99",B,No
1709,18,0,0,2,2.093212678,23,0,3,0,0,0,0,0.870330411,4,Moderate,"79,78,71",C,No
1710,18,0,2,1,16.45295854,19,0,2,1,1,0,0,1.822829208,4,Active,"94,72,86",B,Yes
1711,17,0,3,2,4.200946746,12,0,3,1,0,0,0,2.231182932,3,Passive,"80,82,76",C,Yes
1712,16,1,0,1,7.88167297,23,0,1,0,1,1,0,0.966967717,4,Moderate,"56,72,65",D,Yes
1713,15,1,0,2,6.332048697,19,0,4,0,1,0,0,1.691858946,4,Active,"54,58,95",D,Yes
1714,18,0,0,3,8.003105457,14,0,3,0,0,0,0,2.069758206,3,Moderate,"61,83,55",D,No
1715,18,1,2,2,3.009909961,23,1,1,1,1,0,0,1.057876127,4,Passive,"96,60,53",D,Yes
1716,18,1,0,2,10.07140149,20,0,4,0,0,0,0,1.321427207,4,Moderate,"57,80,97",C,Yes
1717,17,0,1,2,16.0328518,3,1,2,1,0,0,1,3.516940721,0,Active,"77,80,89",B,No
1718,18,1,1,0,8.830680208,21,1,3,0,1,0,1,1.049157002,4,Moderate,"64,62,98",C,No
1719,18,0,1,1,9.812271518,1,0,3,1,0,0,0,3.486141329,1,Active,"56,55,82",D,No
1720,18,0,0,2,16.97535171,27,1,0,1,0,0,1,0.586837405,4,Moderate,"95,96,51",B,No
1721,16,1,2,1,14.12116229,17,0,4,0,1,0,0,2.358815897,3,Active,"57,100,53",C,Yes
1722,17,1,0,1,9.80908817,1,0,2,0,0,0,0,3.152222286,1,Active,"85,61,61",D,Yes
1723,18,1,0,2,5.153912964,24,0,1,0,0,0,0,0.587835083,4,Passive,"54,55,89",D,Yes
1724,15,0,2,1,17.69853494,14,0,3,1,1,0,1,2.668893329,2,Moderate,"98,77,69",B,Yes
1725,15,0,2,1,11.54040803,29,0,3,0,0,0,0,0.304372034,4,Moderate,"96,71,95",B,Yes
1726,15,1,0,2,4.422952202,25,0,0,0,1,0,0,0.280670308,4,Moderate,"72,94,70",C,Yes
1727,17,1,0,1,5.382395053,18,0,1,1,0,0,0,0.873091197,4,Moderate,"99,99,59",B,Yes
1728,17,1,0,3,16.06266178,14,0,3,0,0,0,0,2.330783483,3,Active,"67,53,71",D,No
1729,15,1,0,3,0.882911242,25,0,0,1,1,1,0,0.318850909,4,Moderate,"90,83,89",B,Yes
1730,18,0,0,2,19.84184374,19,0,4,0,0,0,0,1.792289321,4,Moderate,"55,51,84",D,No
1731,17,1,0,1,2.607033594,9,0,3,0,1,0,0,2.573219137,2,Passive,"66,55,90",C,No
1732,15,0,0,2,15.92137051,27,0,2,0,1,0,0,1.084490126,4,Passive,"88,73,100",B,No
1733,15,0,2,3,7.895506335,23,0,2,1,1,0,1,1.08669668,4,Active,"72,98,75",B,No
1734,18,1,1,2,9.844323666,19,0,2,0,0,1,1,1.004112663,4,Passive,"51,86,63",D,Yes
1735,16,1,1,1,17.61301155,10,1,2,1,0,0,0,2.824604893,2,Passive,"68,100,60",C,Yes
1736,17,1,0,2,8.258223792,25,1,3,0,1,1,1,1.364373782,4,Active,"99,59,86",B,Yes
1737,18,0,3,3,10.74987507,9,0,4,0,0,0,1,2.607286401,2,Passive,"77,51,54",D,Yes
1738,15,1,2,2,0.985993248,28,1,2,1,0,1,0,0.568468084,4,Moderate,"50,78,88",C,Yes
1739,15,1,2,2,0.046949477,22,0,2,0,0,0,1,0.573796193,4,Moderate,"51,67,71",D,Yes
1740,18,0,2,2,4.89599746,4,0,1,0,0,0,0,2.258071035,3,Active,"66,64,60",D,Yes
1741,17,1,3,2,13.61166186,8,1,3,0,0,0,0,2.840092975,2,Passive,"74,64,72",C,Yes
1742,16,0,1,0,2.425297867,19,0,3,1,1,0,0,1.683117263,4,Passive,"72,58,88",C,No
1743,16,1,0,2,2.275239176,18,1,3,1,0,0,0,1.72090715,4,Passive,"75,95,54",C,No
1744,15,0,1,0,8.219212161,12,0,0,0,0,0,0,1.537783909,4,Active,"91,94,69",B,No
1745,17,1,2,2,12.95674077,17,0,3,0,1,0,0,2.063463508,3,Passive,"58,51,65",F,No
1746,16,1,2,1,14.24143984,16,0,2,1,0,0,0,1.87854751,4,Moderate,"58,81,80",C,No
1747,17,0,1,2,3.569013482,26,0,3,1,1,0,1,0.863270859,4,Active,"94,68,77",C,No
1748,17,0,0,1,1.591762947,5,0,3,0,0,0,0,2.513286133,2,Moderate,"91,78,96",B,Yes
1749,15,1,0,2,18.80794068,9,0,3,1,1,0,1,2.77216327,2,Active,"50,50,60",F,Yes
1750,16,0,3,2,5.213327651,1,1,2,0,0,0,0,2.888385936,2,Active,"51,69,63",D,Yes
1751,18,0,1,1,17.06692995,23,0,3,0,1,0,0,1.337161049,4,Passive,"57,54,62",F,Yes
1752,15,0,1,1,17.26982901,5,0,0,0,0,0,0,2.370611615,3,Passive,"78,93,83",B,No
1753,16,0,0,1,15.45045184,27,0,3,0,0,1,0,0.854464648,4,Moderate,"70,70,69",D,No
1754,16,1,0,3,3.376672133,27,1,0,0,0,0,0,0.322641827,4,Passive,"76,94,81",B,Yes
1755,16,1,2,2,16.43602919,20,0,2,1,1,0,0,1.834226997,4,Active,"61,72,95",C,Yes
1756,16,0,1,2,15.38501118,12,0,1,0,0,0,0,1.990060452,4,Passive,"67,73,64",D,No
1757,16,0,2,1,11.9344598,17,1,3,0,1,0,0,2.226983394,3,Passive,"78,52,72",D,Yes
1758,17,0,0,2,6.744040703,6,0,2,0,0,0,1,2.608386898,2,Active,"95,57,80",C,No
1759,15,0,1,3,5.250172085,1,0,3,1,0,0,0,3.406339082,1,Passive,"85,100,75",B,Yes
1760,17,1,0,3,2.437784242,28,1,3,1,0,0,0,0.867034374,4,Passive,"93,99,67",B,No
1761,18,1,2,2,10.19514134,13,1,3,0,1,0,0,2.166091325,3,Active,"65,84,84",C,No
1762,16,0,0,0,11.70521751,4,0,1,0,1,0,0,2.422928333,3,Active,"86,52,97",C,Yes
1763,15,0,0,1,7.18677981,17,0,3,0,1,0,0,1.509557878,4,Moderate,"72,96,77",B,No
1764,16,0,1,0,9.507181354,10,1,2,0,1,0,0,2.443857264,3,Active,"80,60,74",C,Yes
1765,15,1,3,1,7.270289147,9,0,0,0,0,0,0,2.003828379,3,Moderate,"83,79,96",B,No
1766,17,0,0,1,12.82012115,10,1,1,0,1,0,0,2.465306489,3,Active,"62,56,76",D,Yes
1767,15,1,2,1,18.02518416,26,0,1,1,0,1,0,0.844792002,4,Active,"66,93,87",B,Yes
1768,18,0,0,1,3.278405241,1,0,0,0,1,0,0,2.731058898,2,Moderate,"63,64,96",C,Yes
1769,18,1,0,3,7.628176198,14,0,2,0,0,0,0,1.736011489,4,Passive,"87,60,96",B,Yes
1770,15,0,0,2,2.817372079,6,1,0,0,1,0,0,2.589670731,2,Passive,"81,88,80",B,Yes
1771,15,1,0,3,12.49887541,8,1,2,1,0,0,0,2.742361123,2,Active,"87,63,99",B,No
1772,15,0,1,2,14.57741019,4,0,1,0,0,0,0,2.49591944,3,Active,"68,64,51",D,Yes
1773,15,0,0,1,18.63825465,6,1,1,0,0,1,0,2.853437194,2,Active,"63,77,61",D,No
1774,18,0,0,2,5.577438525,19,0,4,1,0,0,0,1.591347992,4,Moderate,"52,86,82",C,No
1775,16,1,3,1,19.00422412,1,0,2,0,0,1,0,3.209673328,1,Passive,"93,87,55",C,Yes
1776,15,0,0,2,1.265253436,2,1,1,0,1,0,0,3.127617865,1,Passive,"86,53,78",C,No
1777,15,1,2,1,12.06027727,1,1,2,0,1,1,1,3.453275897,1,Active,"50,81,84",C,No
1778,18,1,0,4,1.142654387,20,1,1,1,0,0,0,0.822773567,4,Passive,"71,69,59",D,No
1779,18,0,1,1,17.87548376,21,1,0,0,0,0,0,1.217335228,4,Active,"52,62,60",F,Yes
1780,17,0,0,1,10.59618114,22,0,0,1,0,0,0,0.762684311,4,Active,"54,91,58",D,Yes
1781,15,0,0,3,13.38696702,18,0,4,0,1,1,0,2.145848671,3,Active,"56,91,67",C,Yes
1782,17,1,0,0,16.63147852,3,1,3,0,0,0,0,3.299131002,1,Active,"92,82,91",B,No
1783,18,0,0,2,3.00621245,23,0,3,1,0,1,0,1.170812285,4,Passive,"58,53,60",F,No
1784,18,1,0,2,0.771831239,19,0,4,0,0,0,1,1.424595653,4,Moderate,"58,78,59",D,No
1785,16,1,1,3,17.57762292,6,0,4,0,0,0,0,2.902659367,2,Passive,"66,66,60",D,No
1786,15,0,2,4,6.298664549,27,0,3,0,0,1,0,0.691477419,4,Active,"67,62,97",C,No
1787,17,0,2,4,2.579578159,21,1,3,1,0,1,1,1.8865425,4,Moderate,"96,99,65",B,Yes
1788,18,0,1,0,9.369224742,6,0,2,0,0,0,1,2.635341351,2,Active,"57,53,91",D,No
1789,18,0,0,3,11.96612151,16,1,1,0,0,0,0,1.500339419,4,Active,"75,81,96",B,Yes
1790,17,0,0,2,0.619412068,18,0,2,0,0,1,0,1.235553816,4,Passive,"97,73,55",C,Yes
1791,16,0,0,2,5.497913165,21,0,2,0,0,0,0,0.604613406,4,Moderate,"76,55,65",D,No
1792,18,1,0,1,0.655997486,15,0,4,0,0,0,0,1.388138976,4,Active,"100,73,56",C,No
1793,15,1,1,2,8.406707784,2,0,2,0,0,1,0,3.300552206,1,Passive,"78,82,53",C,Yes
1794,18,1,1,4,17.90200058,14,0,3,0,0,0,1,2.168641593,3,Moderate,"60,84,86",C,Yes
1795,15,0,0,3,19.65304823,13,0,2,1,1,0,0,2.79726748,2,Passive,"64,66,98",C,Yes
1796,17,1,0,2,12.74095107,14,0,1,0,0,0,0,1.717458615,4,Moderate,"51,59,53",F,No
1797,15,1,2,0,3.232753876,13,0,2,0,1,0,0,1.687900492,4,Active,"94,59,98",B,No
1798,17,1,2,1,18.1169878,6,0,2,1,0,0,0,2.952145863,2,Passive,"94,56,96",B,Yes
1799,15,1,0,3,10.32495646,24,0,2,1,0,0,0,0.963375009,4,Moderate,"63,61,99",C,Yes
1800,17,1,3,2,3.074986242,2,0,2,1,0,0,0,3.334971828,1,Passive,"76,64,91",C,Yes
1801,15,0,3,2,18.43453339,29,0,1,0,0,0,0,0.443640655,4,Moderate,"73,100,66",C,Yes
1802,16,0,0,0,15.14938101,16,1,2,1,0,0,0,1.955791739,4,Passive,"99,100,70",B,No
1803,15,1,0,2,14.63410545,9,0,3,1,1,0,0,2.850351339,2,Passive,"56,61,63",D,No
1804,15,1,1,2,14.18361408,14,1,2,0,1,0,0,2.370067422,3,Moderate,"62,63,68",D,No
1805,16,1,3,3,4.006796422,28,1,2,0,0,0,0,0.152590779,4,Active,"65,66,50",D,Yes
1806,18,0,2,2,4.220133834,5,0,0,0,0,0,0,2.123043127,3,Active,"51,54,91",D,Yes
1807,18,0,0,1,13.76585997,27,1,1,1,0,1,1,0.922013232,4,Active,"89,51,67",D,Yes
1808,15,1,0,2,4.394455002,16,0,2,0,0,0,1,1.428993238,4,Active,"90,89,63",B,No
1809,16,0,1,0,8.773433936,16,1,2,0,1,0,0,1.893440916,4,Moderate,"89,71,78",C,No
1810,15,0,1,4,15.64003651,13,1,2,0,0,0,0,1.939584666,4,Passive,"100,100,83",A,Yes
1811,17,1,0,1,15.67905036,23,0,3,1,1,0,0,1.511276997,4,Active,"85,56,51",D,No
1812,17,0,2,2,9.065235451,24,0,1,0,0,1,0,0.825604174,4,Moderate,"88,75,56",C,Yes
1813,15,0,1,1,15.84379877,17,0,0,1,0,0,0,1.764354309,4,Passive,"71,69,89",C,Yes
1814,18,1,2,2,16.77243592,24,0,2,1,0,0,0,1.2955949,4,Passive,"70,94,68",C,No
1815,18,0,2,2,13.09551503,4,0,2,0,0,0,0,2.473717178,3,Active,"94,79,80",B,Yes
1816,15,0,2,2,4.568517046,28,0,2,0,0,1,0,0.019798485,4,Passive,"64,91,56",C,No
1817,15,1,0,1,5.480235608,7,0,3,0,0,0,0,2.202958506,3,Active,"80,71,96",B,No
1818,17,0,1,1,6.296823108,6,0,3,1,0,0,0,3.040025436,1,Passive,"78,72,66",C,Yes
1819,18,0,0,1,2.336082155,22,1,1,1,0,0,0,1.069079987,4,Passive,"89,58,83",C,No
1820,15,1,1,2,5.463192407,3,1,4,1,0,0,0,3.941760022,0,Moderate,"68,57,99",C,Yes
1821,17,1,0,0,4.190384486,17,0,1,0,0,1,0,1.482595973,4,Passive,"100,73,74",B,No
